
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
 -0.056   0.300  -0.167   0.065   6.331  -0.036 -92.2865015492   0.0130233307 001.5290009017 589413.99059856 4140439.9772956      -30.235 1554924603.00      -32.647        2.412
 -0.160   0.212   0.211   0.042   6.473  -0.018 -93.2260434712  -0.0066176625 001.1136981734 589407.61970086 4140439.6549456      -30.249 1554924604.00      -32.647        2.398
  0.510   0.087   0.592   0.061   6.638  -0.040 -93.8841370651   0.0568603316 000.8785734831 589401.08618016 4140439.2173290      -30.281 1554924605.00      -32.647        2.366
  0.124   0.004  -0.008   0.026   6.822  -0.024 -94.0137974141   0.1988965690 000.4404097388 589394.37350579 4140438.7182882      -30.294 1554924606.00      -32.647        2.353
  0.144  -0.359  -0.151   0.008   6.837  -0.025 -92.8518103577   0.0566655259 -00.1574659908 589387.54951216 4140438.2460678      -30.298 1554924607.00      -32.647        2.350
 -0.117  -0.258   0.032   0.038   6.790  -0.038 -91.1494209681   0.0327731859 000.2262782220 589380.75396974 4140437.9661020      -30.317 1554924608.00      -32.647        2.330
  0.257   0.161  -0.105   0.025   6.759  -0.018 -89.5866613931  -0.0010714311 000.4295808365 589373.99268097 4140437.8787636      -30.340 1554924609.00      -32.647        2.307
 -0.089   0.387  -0.176   0.053   6.870  -0.038 -89.1558085904   0.1826990521 000.2234764584 589367.18624021 4140437.9435616      -30.366 1554924610.00      -32.647        2.282
  0.871  -0.194   0.832  -0.002   7.107  -0.001 -89.5612965515   0.4553753964 -00.0136249364 589360.20840720 4140437.9778975      -30.377 1554924611.00      -32.647        2.270
  0.043   0.338  -0.276   0.031   7.409  -0.049 -89.3514736774   0.4649896282 -00.0026184171 589352.95640136 4140437.9810122      -30.351 1554924612.00      -32.647        2.296
 -0.790   0.442  -0.225   0.117   7.743  -0.052 -89.2636678953   0.1710909272 000.4275353771 589345.39248433 4140438.0324193      -30.336 1554924613.00      -32.647        2.311
 -0.478   0.511  -1.238   0.064   8.186  -0.039 -89.6255938753  -0.0929795910 000.4142714042 589337.42897252 4140438.0363734      -30.350 1554924614.00      -32.647        2.298
 -0.692  -0.607   0.208   0.230   8.497  -0.056 -90.3028815554   0.1535469595 001.1928236449 589329.04606602 4140438.0212013      -30.404 1554924615.00      -32.647        2.244
 -0.667   0.283   0.102   0.031   8.441  -0.039 -90.6121928211   0.5082364826 001.1800925227 589320.60928325 4140437.8965697      -30.400 1554924616.00      -32.647        2.247
 -0.018   0.143  -0.911   0.104   8.770  -0.077 -90.6678384821   0.4314945155 001.3633588031 589312.03112635 4140437.7440907      -30.365 1554924617.00      -32.647        2.283
 -0.923   0.474   0.280   0.037   9.224  -0.057 -91.1050969531   0.4559884613 001.4383647081 589303.03890545 4140437.5582382      -30.334 1554924618.00      -32.647        2.313
  0.762   1.065  -0.463   0.086   9.654  -0.082 -91.3820475625   0.0982336140 001.3090080266 589293.63172540 4140437.2822973      -30.319 1554924619.00      -32.647        2.328
 -0.002   0.085  -0.197   0.033  10.079  -0.038 -91.8271440961   0.1981631830 001.5252709464 589283.78594633 4140436.9540631      -30.343 1554924620.00      -32.647        2.305
  0.015   0.541   0.371   0.058  10.490  -0.069 -91.4940378931   0.1245094585 001.4623487214 589273.51832714 4140436.5742362      -30.366 1554924621.00      -32.648        2.281
  0.491   0.169  -0.389   0.040  10.800  -0.038 -90.8055947248   0.0753324909 001.2778964184 589262.86444984 4140436.2979037      -30.396 1554924622.00      -32.648        2.252
  0.368   0.355  -0.044   0.099  10.822  -0.065 -90.8270921013  -0.1454911729 001.2301690340 589252.03427187 4140436.0897718      -30.440 1554924623.00      -32.648        2.208
  0.367   0.242   0.125   0.151  10.734  -0.043 -91.1182864415   0.0991102394 000.9501817483 589241.25069121 4140435.8436357      -30.496 1554924624.00      -32.648        2.152
  0.619  -0.606   0.629  -0.027  10.613  -0.045 -91.2219803433   0.0203801088 001.1667540653 589230.60598511 4140435.5592548      -30.516 1554924625.00      -32.648        2.132
  0.447  -0.578  -1.364   0.066  10.577  -0.057 -91.1845490105   0.0861327453 000.9160162750 589220.01688774 4140435.2699814      -30.544 1554924626.00      -32.648        2.103
 -0.737  -0.251  -0.653   0.019  10.514   0.001 -91.4487226611   0.2045917695 -00.8637224170 589209.46928870 4140434.9563537      -30.553 1554924627.00      -32.648        2.095
 -0.599  -0.121   0.593  -0.026  10.522  -0.066 -91.2802329623   0.0219385540 -00.5475643057 589198.96583986 4140434.5708266      -30.558 1554924628.00      -32.648        2.090
 -1.070  -0.056   0.608   0.059  10.527  -0.115 -90.5341674285   0.0403877950 001.0536120895 589188.46488393 4140434.3048019      -30.602 1554924629.00      -32.648        2.046
  0.320  -0.620  -0.657   0.158  10.531  -0.063 -90.9369395698   0.1487398436 001.9615553891 589177.94821064 4140434.1428565      -30.637 1554924630.00      -32.648        2.011
 -0.245   0.041   0.422   0.053  10.590  -0.104 -90.6202715260   0.1288696673 003.0375300213 589167.40470434 4140433.9351588      -30.676 1554924631.00      -32.648        1.971
 -0.964  -1.507   0.923   0.071  10.586   0.108 -90.6886139318   0.2751744403 003.6423786473 589156.78969081 4140433.7925764      -30.716 1554924632.00      -32.648        1.931
 -0.513   0.347  -0.383   0.038  10.503   0.009 -90.1745046318   0.2175864523 001.7891237407 589146.27489256 4140433.6655914      -30.704 1554924633.00      -32.648        1.944
  1.435   0.341   0.269   0.009  10.685  -0.091 -89.6233536103   0.5137597957 003.0917260991 589135.69848659 4140433.6220096      -30.782 1554924634.00      -32.648        1.866
  1.111  -0.302  -2.747   0.120  11.092  -0.054 -89.3606982979   0.6907006220 002.4727024973 589124.77484156 4140433.7050139      -30.766 1554924635.00      -32.648        1.882
 -0.879  -0.163   0.780   0.048  11.017  -0.024 -89.3003314646   0.0787759673 001.0209592247 589113.70805785 4140433.7782735      -30.754 1554924636.00      -32.648        1.894
  0.539  -0.306   0.288  -0.013  11.132  -0.075 -88.5560134521   0.2091868910 001.2287538283 589102.65923510 4140433.9026528      -30.803 1554924637.00      -32.648        1.845
  0.484   0.160  -0.857  -0.006  11.286  -0.038 -88.2270611932   0.2010623495 001.1318781243 589091.45481646 4140434.1368522      -30.826 1554924638.00      -32.648        1.822
  0.237  -0.030  -0.348   0.059  11.432  -0.072 -88.3203215335   0.3908374304 001.6613999890 589080.09068431 4140434.4144046      -30.839 1554924639.00      -32.648        1.809
  0.201   0.098   0.782   0.041  11.569  -0.109 -88.0454564904   0.5038247076 001.4157386047 589068.60647581 4140434.7106840      -30.837 1554924640.00      -32.648        1.811
  1.023  -0.151  -0.093   0.006  11.604  -0.029 -87.5996724075   0.4675965862 000.6464625507 589057.02825102 4140435.0624229      -30.788 1554924641.00      -32.648        1.860
  0.104  -0.102  -0.398   0.075  11.756  -0.039 -88.1546679758   0.1780695531 000.8968852142 589045.35422572 4140435.4354523      -30.762 1554924642.00      -32.648        1.886
 -0.331   0.186   0.303   0.163  11.900  -0.097 -89.3265614725   0.1401454767 002.4067092184 589033.53381187 4140435.6519996      -30.800 1554924643.00      -32.648        1.848
  0.366   0.164   0.249   0.095  11.627  -0.068 -89.5734375272   0.2860148018 002.1223502647 589021.73237296 4140435.7070924      -30.823 1554924644.00      -32.648        1.825
  0.430  -0.410   0.294   0.041  11.250  -0.070 -90.1912521881   0.2970900759 002.3281567047 589010.29613063 4140435.6908514      -30.812 1554924645.00      -32.648        1.836
 -0.267  -0.764   0.668   0.097  10.883  -0.086 -90.5912454841   0.4560973232 003.1949272572 588999.24204874 4140435.5678896      -30.782 1554924646.00      -32.648        1.866
 -0.061  -0.114   0.259   0.106  10.471  -0.035 -90.8151745791   0.4386851358 003.3637206237 588988.57220660 4140435.4191667      -30.754 1554924647.00      -32.648        1.894
  0.062  -0.338  -0.347   0.024  10.134  -0.030 -90.9489487652   0.3178082298 003.3087224049 588978.26598396 4140435.2195336      -30.738 1554924648.00      -32.648        1.910
  0.158  -0.378   0.371   0.089   9.708  -0.053 -91.1441268381   0.3847297003 003.2725573089 588968.32899351 4140435.0129786      -30.723 1554924649.00      -32.648        1.925
  0.059  -0.669   0.041   0.116   9.269  -0.022 -91.3438026297   0.3231080894 003.3583348204 588958.83280120 4140434.7746204      -30.700 1554924650.00      -32.648        1.948
  0.288  -0.186  -1.068   0.140   8.656  -0.048 -91.6408697873   0.3955299547 003.1716422524 588949.85235208 4140434.5300786      -30.690 1554924651.00      -32.648        1.958
  0.564  -0.958   0.469   0.051   7.995  -0.030 -91.5523478079   0.4082266995 002.9067638637 588941.53106091 4140434.2727830      -30.664 1554924652.00      -32.648        1.984
  0.791  -0.033  -0.052   0.045   7.389  -0.027 -91.5439425171   0.2086483107 002.8345998294 588933.86611088 4140434.0435234      -30.647 1554924653.00      -32.648        2.001
 -0.282  -0.966  -0.053   0.063   6.690  -0.013 -91.3720952856   0.3104629109 002.6239232482 588926.77574391 4140433.8338147      -30.644 1554924654.00      -32.648        2.004
 -0.419  -1.485  -0.223   0.054   5.396  -0.010 -91.2570854674   0.4093439672 002.4737166326 588920.75349916 4140433.6791424      -30.629 1554924655.00      -32.648        2.019
 -0.641  -1.164   0.503   0.050   4.294  -0.049 -91.1204579515   0.4774056236 002.7902299778 588915.95602909 4140433.5580671      -30.613 1554924656.00      -32.648        2.035
 -0.239  -0.073   0.385   0.040   4.058  -0.026 -91.0959410875   0.4981123184 003.0403661624 588911.82215183 4140433.4662102      -30.602 1554924657.00      -32.648        2.046
 -0.336  -0.877  -0.107   0.025   3.795   0.004 -91.0954368846   0.4760935503 003.2278837896 588907.85288958 4140433.3801178      -30.587 1554924658.00      -32.648        2.061
  0.243  -0.147  -0.075   0.016   3.222  -0.018 -90.9973178622   0.6838709651 003.1919364175 588904.40326915 4140433.3097919      -30.579 1554924659.00      -32.648        2.069
  0.731   0.678  -0.187   0.036   3.414   0.016 -90.8219354811   0.8163273482 003.4666295732 588901.19616501 4140433.2448161      -30.569 1554924660.00      -32.648        2.079
  0.461   0.703   0.053   0.063   4.407  -0.002 -90.6039193105   0.5341570932 003.1573927920 588897.30229839 4140433.1936574      -30.536 1554924661.00      -32.648        2.112
 -0.277   0.397   0.133   0.021   4.857  -0.024 -90.1796268745   0.2059038428 002.8038549141 588892.67060090 4140433.1474368      -30.525 1554924662.00      -32.648        2.124
  0.378  -0.116   0.523   0.044   4.883  -0.085 -89.8267421685   0.4759560404 001.9092156945 588887.75532635 4140433.1420000      -30.530 1554924663.00      -32.648        2.118
 -0.307   0.615   0.200   0.056   5.271  -0.036 -89.6383937525   0.5890808275 001.4770279001 588882.74511619 4140433.1390483      -30.520 1554924664.00      -32.648        2.128
  0.440   0.685  -0.121   0.007   5.809  -0.007 -89.8001397380   0.6708017978 000.6706585584 588877.18368964 4140433.1309815      -30.493 1554924665.00      -32.648        2.155
 -0.659   0.580  -0.083   0.035   6.256  -0.002 -90.7078595841   0.3021321045 000.3645673155 588871.15311708 4140433.0641003      -30.459 1554924666.00      -32.648        2.189
 -1.147   0.272  -0.090  -0.069   6.499  -0.024 -91.9935310398  -1.1253693237 000.1859935595 588864.72530843 4140432.8859891      -30.477 1554924667.00      -32.648        2.172
  0.261   0.075  -0.449   0.080   6.724  -0.079 -93.4700948440  -0.6963156084 001.1037344374 588858.11833201 4140432.5096523      -30.639 1554924668.00      -32.648        2.009
  0.404  -0.613   0.085   0.011   6.379  -0.014 -95.2228701422  -0.0850785030 001.5017739472 588851.57439556 4140431.9848952      -30.746 1554924669.00      -32.648        1.902
  1.114  -0.041  -1.359   0.183   6.029  -0.132 -96.8220870216   0.3832801171 002.4412012777 588845.38935757 4140431.3146322      -30.798 1554924670.00      -32.648        1.850
 -0.249  -0.319   0.358   0.072   5.756  -0.031 -99.0454382865   0.8720761417 003.1626067080 588839.56854484 4140430.4922772      -30.795 1554924671.00      -32.648        1.853
  0.236  -0.336  -0.191   0.005   5.532  -0.037 -101.516427639   1.2977723243 002.7525751915 588834.00250438 4140429.4711861      -30.738 1554924672.00      -32.648        1.910
 -1.521  -1.128   1.000   0.106   5.274   0.004 -103.819282528   1.0016906541 002.4942285217 588828.70919227 4140428.2564078      -30.640 1554924673.00      -32.648        2.008
 -0.324  -0.222   0.115   0.031   4.771  -0.035 -105.135870786   0.8377215923 002.1063246352 588823.87609896 4140426.9617176      -30.573 1554924674.00      -32.648        2.075
 -0.086  -1.045   0.399   0.012   3.857  -0.072 -104.565130338   1.2098576802 002.0853257320 588819.63802478 4140425.7891382      -30.518 1554924675.00      -32.648        2.130
  0.221  -0.304   0.122   0.036   3.440  -0.030 -101.662463122   1.6311879244 001.7771661115 588816.12135033 4140424.9527755      -30.475 1554924676.00      -32.648        2.173
 -0.178  -0.278   0.208  -0.016   3.104  -0.031 -97.0304316647   1.7088981902 002.0531083152 588812.90107102 4140424.4027518      -30.402 1554924677.00      -32.648        2.246
  0.277  -0.343   0.097   0.039   2.481  -0.045 -91.4121049284   2.0275314792 002.3311475444 588810.14464905 4140424.2098504      -30.351 1554924678.00      -32.648        2.298
  0.175  -0.170  -0.164   0.046   2.089  -0.036 -86.9333511397   2.3881797634 002.1672873446 588807.86952224 4140424.2598554      -30.304 1554924679.00      -32.648        2.345
  0.088   1.181  -0.057   0.034   2.069  -0.056 -83.0145948407   2.6668836236 002.3162449122 588805.94708998 4140424.4420598      -30.264 1554924680.00      -32.648        2.384
  0.634   0.542   0.377   0.011   2.843  -0.012 -77.1845601992   2.4284300485 001.9838892840 588803.57757978 4140424.8744292      -30.167 1554924681.00      -32.648        2.481
  0.676   0.793  -0.010   0.017   3.384  -0.036 -68.6509497168   1.9515859235 001.9620481328 588800.61871263 4140425.7899360      -30.060 1554924682.00      -32.648        2.588
  1.110   0.475  -0.135   0.002   3.655   0.017 -60.5165533078   1.3903451152 002.0460150977 588797.42660604 4140427.3080353      -29.963 1554924683.00      -32.648        2.685
  0.112  -0.014  -0.112   0.001   3.934  -0.014 -52.9846563978   1.0860873373 001.6210752193 588794.22731758 4140429.3977859      -29.897 1554924684.00      -32.648        2.752
  0.057   0.130  -0.024  -0.020   4.285  -0.007 -45.0288108265   0.8285141605 001.3056447644 588791.11623142 4140432.0826250      -29.846 1554924685.00      -32.648        2.802
  0.335  -0.325  -0.789  -0.004   4.128   0.015 -38.1758230671   0.5819016663 001.2710495727 588788.31909069 4140435.2153307      -29.808 1554924686.00      -32.648        2.840
  1.009   1.347  -0.001   0.017   4.517  -0.064 -33.4573666552   0.3997583832 001.5762871085 588785.83721056 4140438.6258347      -29.792 1554924687.00      -32.648        2.856
  0.941   0.855   0.013   0.012   5.858  -0.003 -29.5451649934   0.2760739840 001.9966433245 588783.09550817 4140443.0729823      -29.796 1554924688.00      -32.648        2.852
  0.409  -0.058  -0.516   0.108   6.271   0.006 -28.2723908177   0.1211805737 001.3791667087 588780.11633366 4140448.5232024      -29.804 1554924689.00      -32.648        2.844
 -0.167   0.587   0.689   0.021   6.310  -0.115 -28.0324819297   0.3138433619 001.3968539158 588777.13955916 4140454.0019449      -29.825 1554924690.00      -32.648        2.823
 -0.400   1.218  -0.171   0.063   7.285  -0.047 -27.2313952589   0.1315339210 002.1388571788 588774.01362812 4140459.8871488      -29.837 1554924691.00      -32.648        2.811
 -1.877   0.747  -0.545  -0.006   8.417  -0.110 -26.7793143698   0.2210757653 001.4793369200 588770.38964036 4140466.9636436      -29.874 1554924692.00      -32.648        2.774
 -0.020   0.548  -0.558   0.047   8.388  -0.009 -26.8035218366   0.1462016406 001.8204645320 588766.58046122 4140474.4210538      -29.892 1554924693.00      -32.648        2.756
 -0.785   1.314   0.305   0.047   9.343  -0.087 -27.0168053759   0.3197963934 001.8809115794 588762.56403500 4140482.2521062      -29.919 1554924694.00      -32.648        2.729
 -0.001   1.201  -0.296   0.096  10.505  -0.086 -26.9697197043   0.3435569531 001.7417745085 588758.02446643 4140491.0809827      -29.929 1554924695.00      -32.648        2.719
  0.601  -0.097   0.164  -0.004  11.132  -0.042 -27.0703425523   0.1859477228 001.4994763865 588753.00602594 4140500.8227286      -29.948 1554924696.00      -32.647        2.700
  0.821  -0.014   0.249   0.061  11.078  -0.061 -27.1015859408  -0.0949964024 001.3804214862 588747.90581287 4140510.6486126      -29.971 1554924697.00      -32.647        2.676
  0.177  -0.740  -0.236  -0.000  11.080  -0.017 -26.8526357788   0.1795936209 001.2554020953 588742.78637983 4140520.5618634      -30.007 1554924698.00      -32.647        2.640
 -0.198  -0.295   0.517   0.025  10.742  -0.032 -25.9445377806   0.1215644554 000.7986745185 588737.85610952 4140530.3003704      -30.010 1554924699.00      -32.647        2.637
  0.475  -0.342  -0.133  -0.045  10.484  -0.027 -23.0894489804   0.0198357989 000.6425893560 588733.33303734 4140539.8550118      -30.040 1554924700.00      -32.647        2.607
  0.635  -0.185   0.543  -0.075  10.539  -0.042 -19.4754145552  -0.3969738084 000.5475872240 588729.39292044 4140549.6035269      -30.101 1554924701.00      -32.647        2.546
  1.352   0.402   0.212  -0.037  10.635  -0.020 -13.3582306555  -0.5142926465 000.9016006568 588726.19776972 4140559.6717273      -30.207 1554924702.00      -32.647        2.440
  1.213  -0.025  -1.534  -0.155  10.892  -0.082  -6.9633742195  -0.2249833374 001.3320924962 588724.14407752 4140570.2311825      -30.362 1554924703.00      -32.647        2.285
  0.532  -0.123   0.691  -0.037  11.306  -0.054  -1.7461179399  -0.4532497230 002.5244749637 588723.15366168 4140581.2513275      -30.491 1554924704.00      -32.647        2.155
  1.320   0.377  -0.175  -0.044  11.712  -0.070   2.6804226163  -0.0172231113 002.1676769559 588723.12115629 4140592.7554907      -30.618 1554924705.00      -32.646        2.028
  1.610   0.606   0.314  -0.070  12.116  -0.117   8.1200610050   0.1666161268 002.5159493517 588724.04385847 4140604.6147279      -30.675 1554924706.00      -32.646        1.971
  1.937   0.584  -0.336  -0.058  12.454  -0.011  14.4645773691   0.4005376058 002.0287289610 588726.27569345 4140616.6859975      -30.677 1554924707.00      -32.646        1.969
  1.683   0.427  -0.829  -0.057  12.858  -0.022  20.7518552494   0.3326134592 001.6106244692 588729.91833065 4140628.8112950      -30.648 1554924708.00      -32.646        1.998
  1.090   0.167   0.164  -0.066  13.282  -0.071  26.3568721761   0.5340768792 001.3683263472 588734.97639759 4140640.8682166      -30.625 1554924709.00      -32.646        2.021
  0.368   0.576  -0.465   0.054  13.640  -0.038  28.7417345138   0.4060150824 001.6798148525 588741.14313584 4140652.8446723      -30.561 1554924710.00      -32.646        2.085
  0.245  -0.227  -0.046   0.045  13.836  -0.057  29.2652403216   0.4441282349 000.7976317353 588747.75643548 4140664.9251260      -30.529 1554924711.00      -32.646        2.116
 -1.440  -0.847   0.581   0.078  13.920   0.005  28.9264102703   0.0865280862 000.5591208644 588754.43141559 4140677.0949624      -30.483 1554924712.00      -32.645        2.163
 -0.233  -0.464  -0.223   0.047  13.949  -0.002  28.9596017154   0.2091983502 000.9618414394 588761.13432002 4140689.3887914      -30.475 1554924713.00      -32.645        2.170
